ID,parent_ID,product_ID,quantity,unitPrice,amount,createdAt,createdBy,modifiedAt,modifiedBy
29352461-349e-4e76-82c3-5e48eb98d084,1449df83-6851-404c-874b-fd7692c4c195,15483901-2134-437c-b904-ac326f15d13a,41,6131959481327.28,6820283518421.53,2003-02-09T00:00:00.000Z,createdBy.hh4i5@example.com,2022-04-16T00:00:00.000Z,modifiedBy.hh4i5@example.org
29352462-c3e1-45c3-8189-31bd3580a565,1449df83-6851-404c-874b-fd7692c4c195,15483901-2134-437c-b904-ac326f15d13a,98,9586426642453.94,2250812668297.52,2006-02-20T00:00:00.000Z,createdBy.hh4i6@example.com,2022-10-28T00:00:00.000Z,modifiedBy.hh4i6@example.net
38473575-39fc-4dab-b0af-efd270c973ae,14500177-f820-4a02-a9e5-cf62dbfa3075,15483901-2134-437c-b904-ac326f15d13a,43,8011274824572.07,513668172519.43,2023-12-20T00:00:00.000Z,createdBy.2agn1@example.net,2005-04-22T00:00:00.000Z,modifiedBy.2agn1@example.com
3847358e-e5e7-4661-9fe1-e35be8db39a7,14500177-f820-4a02-a9e5-cf62dbfa3075,15483901-2134-437c-b904-ac326f15d13a,83,5474894362247.44,5833513870340.97,2010-04-28T00:00:00.000Z,createdBy.2agn2@example.net,2012-04-09T00:00:00.000Z,modifiedBy.2agn2@example.com
24814896-b17a-4948-8df3-18a5771e6db8,14516aad-01c9-413d-baaf-2ed2324b1e02,15483901-2134-437c-b904-ac326f15d13a,37,7215953185673.58,7408504558155.76,2023-06-07T00:00:00.000Z,createdBy.ervao@example.org,2001-12-31T00:00:00.000Z,modifiedBy.ervao@example.net
24814897-f57c-497a-bf58-5a62b282e6ab,14516aad-01c9-413d-baaf-2ed2324b1e02,15483901-2134-437c-b904-ac326f15d13a,91,4977357449300.66,7309476915159.94,2012-02-21T00:00:00.000Z,createdBy.ervap@example.org,2017-10-25T00:00:00.000Z,modifiedBy.ervap@example.org
39917920-98ce-455c-8e53-3ac5929b0d28,145261f3-782d-4b7a-80c0-faec215c612d,15483901-2134-437c-b904-ac326f15d13a,6,7058504249742.21,4479062092100.17,2010-06-30T00:00:00.000Z,createdBy.2dk34@example.org,2014-06-23T00:00:00.000Z,modifiedBy.2dk34@example.org
3991793a-bc94-406f-bddf-7833b7ab9688,145261f3-782d-4b7a-80c0-faec215c612d,15483901-2134-437c-b904-ac326f15d13a,54,8805124263380.97,5510445571207.43,2006-04-15T00:00:00.000Z,createdBy.2dk35@example.org,2020-09-20T00:00:00.000Z,modifiedBy.2dk35@example.net
22576094-25ae-4611-87a7-d20241717fce,14531cad-8a33-4edd-8ce6-641872ab2ac8,15483901-2134-437c-b904-ac326f15d13a,63,5971292664692.38,3832449027196.59,2002-08-13T00:00:00.000Z,createdBy.dfvtq@example.org,2020-10-04T00:00:00.000Z,modifiedBy.dfvtq@example.org
22576095-a531-4936-87fd-5426a013a013,14531cad-8a33-4edd-8ce6-641872ab2ac8,15483901-2134-437c-b904-ac326f15d13a,66,4589536893309.26,912003409411.38,2000-05-21T00:00:00.000Z,createdBy.dfvtr@example.org,2022-05-10T00:00:00.000Z,modifiedBy.dfvtr@example.org
84649924-8526-48af-a8df-a7e886fd3e19,14547a5c-31f6-419b-80a7-f1a4df25e0de,15483901-2134-437c-b904-ac326f15d13a,67,9676317707199.4,4616726647753.61,2009-11-27T00:00:00.000Z,createdBy.i55v@example.com,2003-12-27T00:00:00.000Z,modifiedBy.i55v@example.net
846500cd-b8ab-442b-b44f-acec955616f1,14547a5c-31f6-419b-80a7-f1a4df25e0de,15483901-2134-437c-b904-ac326f15d13a,100,9370442489595.26,1155971637583.55,2001-05-23T00:00:00.000Z,createdBy.i55w@example.com,2015-07-21T00:00:00.000Z,modifiedBy.i55w@example.com
10734891-51b6-4b50-aebf-3a9ec704fecd,1455ba68-4215-4faf-a288-754d924b8b81,15483901-2134-437c-b904-ac326f15d13a,18,5032998304483.74,3742117687134.53,2003-03-16T00:00:00.000Z,createdBy.n0b5@example.com,2022-08-05T00:00:00.000Z,modifiedBy.n0b5@example.org
10734905-6b8c-4089-b1e5-cb0ad4c1e892,1455ba68-4215-4faf-a288-754d924b8b81,15483901-2134-437c-b904-ac326f15d13a,25,9624537994154.64,92322492259.37,2016-03-03T00:00:00.000Z,createdBy.n0b6@example.com,2016-02-19T00:00:00.000Z,modifiedBy.n0b6@example.net
22161132-ae7d-4bc5-8a57-71f4d65f0a25,145692aa-760a-4803-b6f4-06058429c1cb,15483901-2134-437c-b904-ac326f15d13a,45,2670598030461.54,5188972837373.02,2000-01-18T00:00:00.000Z,createdBy.d6zn0@example.com,2018-12-25T00:00:00.000Z,modifiedBy.d6zn0@example.com
22161133-3e5d-4189-b8c8-75af12bfcd5d,145692aa-760a-4803-b6f4-06058429c1cb,15483901-2134-437c-b904-ac326f15d13a,19,9507207612187.27,2229156724542.51,2003-08-24T00:00:00.000Z,createdBy.d6zn1@example.org,2022-07-31T00:00:00.000Z,modifiedBy.d6zn1@example.net
13921275-c978-4116-acab-8ed62381a8ee,14574bff-8862-4d67-a939-41b9839dcbc0,15483901-2134-437c-b904-ac326f15d13a,27,1339848421926.07,7962386955614.82,2023-10-18T00:00:00.000Z,createdBy.8adq3@example.com,2018-03-01T00:00:00.000Z,modifiedBy.8adq3@example.org
13921276-ae85-40d0-9983-99f781ed4642,14574bff-8862-4d67-a939-41b9839dcbc0,15483901-2134-437c-b904-ac326f15d13a,18,4014973514874.96,7087066442108.58,2008-09-08T00:00:00.000Z,createdBy.8adq4@example.com,2022-05-16T00:00:00.000Z,modifiedBy.8adq4@example.org
3109920a-707d-483c-ac43-8e9b29de3bfb,145841e7-1645-4986-bc8e-b190e60e4e83,15483901-2134-437c-b904-ac326f15d13a,24,6409786423356.37,9209241300203.58,2009-02-09T00:00:00.000Z,createdBy.1unmo@example.net,2010-01-23T00:00:00.000Z,modifiedBy.1unmo@example.org
3109921c-7ce3-4e52-a5b4-29034391581d,145841e7-1645-4986-bc8e-b190e60e4e83,15483901-2134-437c-b904-ac326f15d13a,43,619871768162.77,2871941691561.69,2017-03-17T00:00:00.000Z,createdBy.1unmp@example.com,2011-07-26T00:00:00.000Z,modifiedBy.1unmp@example.com
22302043-e1ae-428a-bf64-65a95b3e8f35,1459f7bb-cfb7-4228-a7a4-c7aa242cf7ba,15483901-2134-437c-b904-ac326f15d13a,51,6259372451265.2,4173197574539.35,2010-04-05T00:00:00.000Z,createdBy.da0d7@example.com,2021-11-03T00:00:00.000Z,modifiedBy.da0d7@example.net
22302044-cbec-4503-ad13-61592148d887,1459f7bb-cfb7-4228-a7a4-c7aa242cf7ba,15483901-2134-437c-b904-ac326f15d13a,41,4437909725118.28,7236805367343.11,2002-02-24T00:00:00.000Z,createdBy.da0d8@example.org,2011-05-16T00:00:00.000Z,modifiedBy.da0d8@example.org
27716364-a1bb-4199-920c-2ee87fc76127,1460bcae-2f5d-4a63-925a-8b3e15e993d8,15483901-2134-437c-b904-ac326f15d13a,56,2133666704725.54,9857628684072.8,2023-12-05T00:00:00.000Z,createdBy.gi230@example.org,2014-09-08T00:00:00.000Z,modifiedBy.gi230@example.net
27716365-a2f1-48e0-8e42-6c2031941623,1460bcae-2f5d-4a63-925a-8b3e15e993d8,15483901-2134-437c-b904-ac326f15d13a,91,912590023556.48,921226846836.21,2003-10-16T00:00:00.000Z,createdBy.gi231@example.com,2001-04-24T00:00:00.000Z,modifiedBy.gi231@example.com
24398442-6b19-4dae-b0da-f8a98995a18d,146143ce-8f4b-452e-b736-d444aaf1d8c5,15483901-2134-437c-b904-ac326f15d13a,9,9072307179867.18,7837759773451.23,2007-08-04T00:00:00.000Z,createdBy.1galg@example.net,2004-12-20T00:00:00.000Z,modifiedBy.1galg@example.org
2439845b-58c2-44ae-8e24-1d00ec94cd52,146143ce-8f4b-452e-b736-d444aaf1d8c5,15483901-2134-437c-b904-ac326f15d13a,62,4570475395376.98,7575566853682.17,2008-01-11T00:00:00.000Z,createdBy.1galh@example.org,2019-08-01T00:00:00.000Z,modifiedBy.1galh@example.org
6269394b-2534-4485-b755-4a049e272bff,1462c92f-3b6e-4ca3-be7e-0e12c7034af3,15483901-2134-437c-b904-ac326f15d13a,93,5440413157629.79,4607533107507.78,2009-03-12T00:00:00.000Z,createdBy.3qdhu@example.org,2004-08-31T00:00:00.000Z,modifiedBy.3qdhu@example.org
62693953-96b2-4fa1-9d80-f8d103cec8fd,1462c92f-3b6e-4ca3-be7e-0e12c7034af3,15483901-2134-437c-b904-ac326f15d13a,77,5736236628564.37,6026142660783.48,2001-11-04T00:00:00.000Z,createdBy.3qdhv@example.net,2012-12-03T00:00:00.000Z,modifiedBy.3qdhv@example.net
26757283-fb2c-4a8f-afaa-01478ee7a4ff,1463dd50-5558-4bc9-8d84-f13ed127bcfe,15483901-2134-437c-b904-ac326f15d13a,39,4611727209820.29,9405259801460.36,2013-09-28T00:00:00.000Z,createdBy.fxi1v@example.com,2006-09-04T00:00:00.000Z,modifiedBy.fxi1v@example.com
26757284-1d7d-4995-a6a2-575ad751d446,1463dd50-5558-4bc9-8d84-f13ed127bcfe,15483901-2134-437c-b904-ac326f15d13a,17,7652162485068.29,2051388406163.79,2015-01-12T00:00:00.000Z,createdBy.fxi1w@example.net,2004-05-03T00:00:00.000Z,modifiedBy.fxi1w@example.org
11700959-1ace-4fc1-8887-1defa5a821c3,1464b2a9-e6e6-4d72-be93-397fb500e26f,15483901-2134-437c-b904-ac326f15d13a,42,1021318829445.48,7897134629079.76,2006-08-30T00:00:00.000Z,createdBy.6ysin@example.com,2017-05-01T00:00:00.000Z,modifiedBy.6ysin@example.com
11700960-f5cd-4324-837d-1775c41a2629,1464b2a9-e6e6-4d72-be93-397fb500e26f,15483901-2134-437c-b904-ac326f15d13a,84,412008948257.46,1456682825410.73,2014-01-11T00:00:00.000Z,createdBy.6ysio@example.com,2013-10-09T00:00:00.000Z,modifiedBy.6ysio@example.net
67428669-ff4d-4ff8-8b07-c3f2faf1bfa8,146502fb-7213-4920-b3af-63cee8b015fb,15483901-2134-437c-b904-ac326f15d13a,13,8103264986071.5,2529266506988.35,2018-02-20T00:00:00.000Z,createdBy.40itu@example.net,2005-02-02T00:00:00.000Z,modifiedBy.40itu@example.org
67428679-2a16-46f9-8083-c7d8b9530abe,146502fb-7213-4920-b3af-63cee8b015fb,15483901-2134-437c-b904-ac326f15d13a,28,1390059949196.76,1868158659740.75,2001-01-31T00:00:00.000Z,createdBy.40itv@example.net,2001-03-17T00:00:00.000Z,modifiedBy.40itv@example.org
31335706-4c87-41a7-b23e-6ad09be5d8d8,14662f60-0c2c-4571-a003-fd28566446a1,15483901-2134-437c-b904-ac326f15d13a,4,6995484770502.9,613244979508.2,2006-01-30T00:00:00.000Z,createdBy.inmsa@example.net,2001-08-08T00:00:00.000Z,modifiedBy.inmsa@example.net
31335707-d7ee-4830-bea7-333e579d5ad0,14662f60-0c2c-4571-a003-fd28566446a1,15483901-2134-437c-b904-ac326f15d13a,13,4264486883194.16,6775617131298.92,2018-08-18T00:00:00.000Z,createdBy.inmsb@example.org,2019-03-07T00:00:00.000Z,modifiedBy.inmsb@example.com
30930511-02ad-465f-8906-16c277d64fa6,146713c5-fd4f-4184-a51c-c49906e13a86,15483901-2134-437c-b904-ac326f15d13a,21,7629039691244.19,4250826704236.59,2010-07-29T00:00:00.000Z,createdBy.1uam3@example.net,2011-08-07T00:00:00.000Z,modifiedBy.1uam3@example.net
3093052a-78e1-4b74-a8e0-fb98892c8e37,146713c5-fd4f-4184-a51c-c49906e13a86,15483901-2134-437c-b904-ac326f15d13a,92,3591027409357.72,6926091527164.76,2013-07-21T00:00:00.000Z,createdBy.1uam4@example.org,2008-12-20T00:00:00.000Z,modifiedBy.1uam4@example.org
19659233-ce22-4b1d-b765-dfba5030659d,1468b229-863d-4382-9c95-db1dbfe58cc9,15483901-2134-437c-b904-ac326f15d13a,18,630280078042.4,7816800591347.43,2008-11-18T00:00:00.000Z,createdBy.bpd5t@example.net,2004-08-30T00:00:00.000Z,modifiedBy.bpd5t@example.org
19659234-b79d-4ade-80b8-0f9da192d509,1468b229-863d-4382-9c95-db1dbfe58cc9,15483901-2134-437c-b904-ac326f15d13a,23,1657870706465.77,6134345591009.59,2009-10-13T00:00:00.000Z,createdBy.bpd5u@example.org,2023-08-02T00:00:00.000Z,modifiedBy.bpd5u@example.net
23274194-2439-42f0-ad53-c5376737a020,14691dc9-f555-4ed8-a3be-3593d1375827,15483901-2134-437c-b904-ac326f15d13a,99,1514307279818.05,4458584097243.91,2000-04-14T00:00:00.000Z,createdBy.duuhe@example.org,2019-05-16T00:00:00.000Z,modifiedBy.duuhe@example.org
23274195-4c95-410d-bfc0-b65d7294210b,14691dc9-f555-4ed8-a3be-3593d1375827,15483901-2134-437c-b904-ac326f15d13a,23,3308626198766.08,8321687175293.62,2003-02-02T00:00:00.000Z,createdBy.duuhf@example.net,2014-10-20T00:00:00.000Z,modifiedBy.duuhf@example.org
10059793-7983-4bd6-bfb9-008ddc57be0c,14700f0e-1abe-428e-96e7-5eca3be523d1,15483901-2134-437c-b904-ac326f15d13a,16,9374908498893.79,3686282028219.13,2007-11-18T00:00:00.000Z,createdBy.lk7v@example.com,2017-12-29T00:00:00.000Z,modifiedBy.lk7v@example.org
10059807-af32-408f-a1e2-9304f9bea1b3,14700f0e-1abe-428e-96e7-5eca3be523d1,15483901-2134-437c-b904-ac326f15d13a,13,1461291082344.52,7170328829957.9,2002-12-09T00:00:00.000Z,createdBy.lk7w@example.com,2005-05-12T00:00:00.000Z,modifiedBy.lk7w@example.org
16843959-8954-4c59-bf09-97e6e435328c,14716156-9e5a-45fd-8c10-cd366dbb360d,15483901-2134-437c-b904-ac326f15d13a,88,1706560624620.57,4554445156801.37,2016-10-24T00:00:00.000Z,createdBy.3lyv@example.com,2019-01-07T00:00:00.000Z,modifiedBy.3lyv@example.org
16844005-a52b-4d56-b5ce-267c31b46ae7,14716156-9e5a-45fd-8c10-cd366dbb360d,15483901-2134-437c-b904-ac326f15d13a,31,3458763543265.93,4329097836539.74,2023-07-30T00:00:00.000Z,createdBy.3lyw@example.org,2006-02-02T00:00:00.000Z,modifiedBy.3lyw@example.org
13773776-aed6-4226-87fd-7673d7b67db9,14720e88-6d56-4393-8f81-b2cec073d0c3,15483901-2134-437c-b904-ac326f15d13a,65,1504312495145.21,100711641005.94,2018-03-06T00:00:00.000Z,createdBy.877ww@example.com,2022-08-23T00:00:00.000Z,modifiedBy.877ww@example.com
13773777-f56b-481e-bdc6-a8bb626db8bb,14720e88-6d56-4393-8f81-b2cec073d0c3,15483901-2134-437c-b904-ac326f15d13a,17,7351330764399.41,297716434498.3,2010-06-17T00:00:00.000Z,createdBy.877wx@example.com,2020-06-17T00:00:00.000Z,modifiedBy.877wx@example.net
30374942-2d0a-444f-b963-83294d3236ab,14735448-3e22-43a1-b611-78cd53759fbc,15483901-2134-437c-b904-ac326f15d13a,21,2668814899697.23,8987207216914.87,2006-04-24T00:00:00.000Z,createdBy.i31ge@example.org,2020-03-17T00:00:00.000Z,modifiedBy.i31ge@example.net
30374943-3fbb-4bf8-a32a-679110a389a5,14735448-3e22-43a1-b611-78cd53759fbc,15483901-2134-437c-b904-ac326f15d13a,76,7131173909316.9,3390853829476.1,2003-06-19T00:00:00.000Z,createdBy.i31gf@example.org,2015-02-21T00:00:00.000Z,modifiedBy.i31gf@example.org
5815071d-cce3-4ec7-ba4b-f814dcbe5210,14746679-5647-47fd-ba35-6fdf4cd2a0a4,15483901-2134-437c-b904-ac326f15d13a,83,8142196149922.59,4270551290154.18,2011-02-22T00:00:00.000Z,createdBy.3gmxr@example.org,2007-06-23T00:00:00.000Z,modifiedBy.3gmxr@example.com
58150729-6e89-474f-ab99-225b7be080fb,14746679-5647-47fd-ba35-6fdf4cd2a0a4,15483901-2134-437c-b904-ac326f15d13a,14,5587547251706.7,6893817993268.21,2015-09-23T00:00:00.000Z,createdBy.3gmxs@example.org,2004-10-30T00:00:00.000Z,modifiedBy.3gmxs@example.net
24166381-631f-4ee5-a02f-5a46c7491eb4,1475ec62-3e78-4e71-b694-e8dc08a730bb,15483901-2134-437c-b904-ac326f15d13a,19,3585468736801.87,6421066786775.27,2005-02-04T00:00:00.000Z,createdBy.edywd@example.com,2014-04-30T00:00:00.000Z,modifiedBy.edywd@example.com
24166382-5d58-462c-b780-791bba7ee821,1475ec62-3e78-4e71-b694-e8dc08a730bb,15483901-2134-437c-b904-ac326f15d13a,9,5020105381580.19,2850647975746.5,2021-03-13T00:00:00.000Z,createdBy.edywe@example.net,2011-05-13T00:00:00.000Z,modifiedBy.edywe@example.net
12149692-409e-425b-bfb2-b2f40967125e,1476dbcc-0e8d-40d6-9535-c42d33cd896d,15483901-2134-437c-b904-ac326f15d13a,49,6116033096115.86,5163939456384.78,2001-02-05T00:00:00.000Z,createdBy.q1h5@example.net,2009-05-30T00:00:00.000Z,modifiedBy.q1h5@example.com
12149708-fa7b-40d9-9b87-dbcd5baca479,1476dbcc-0e8d-40d6-9535-c42d33cd896d,15483901-2134-437c-b904-ac326f15d13a,73,3092000672718.34,4745946351492.76,2003-05-22T00:00:00.000Z,createdBy.q1h6@example.com,2014-01-12T00:00:00.000Z,modifiedBy.q1h6@example.net
27778845-e09e-4603-b73d-6859f246c379,1477abeb-a11e-40c9-a49d-24fe6d6707b4,15483901-2134-437c-b904-ac326f15d13a,100,7262734719614.72,7328391444849.45,2008-04-26T00:00:00.000Z,createdBy.gjeal@example.com,2016-04-01T00:00:00.000Z,modifiedBy.gjeal@example.net
27778846-a37d-459a-8065-130b72de34fc,1477abeb-a11e-40c9-a49d-24fe6d6707b4,15483901-2134-437c-b904-ac326f15d13a,83,4170700373230.46,5380496690980.66,2009-09-14T00:00:00.000Z,createdBy.gjeam@example.org,2016-09-11T00:00:00.000Z,modifiedBy.gjeam@example.net
26754831-25bb-4cdc-9461-f07066972278,14788085-cac3-41fd-b9e6-d6f20a9bb34c,15483901-2134-437c-b904-ac326f15d13a,6,7476084144134.43,9326749177009.2,2010-08-01T00:00:00.000Z,createdBy.fxg5r@example.com,2018-05-09T00:00:00.000Z,modifiedBy.fxg5r@example.org
26754832-be1b-4738-8044-df53ed4ac05c,14788085-cac3-41fd-b9e6-d6f20a9bb34c,15483901-2134-437c-b904-ac326f15d13a,83,1280666481786.24,5757539156179.73,2019-01-03T00:00:00.000Z,createdBy.fxg5s@example.com,2010-03-01T00:00:00.000Z,modifiedBy.fxg5s@example.net
89737701-ae6c-412c-9be0-07f2b7fcd4d7,147956be-89b9-4997-8800-4175d5680f01,15483901-2134-437c-b904-ac326f15d13a,98,6851461241988.13,1840590941997.85,2008-05-09T00:00:00.000Z,createdBy.5cc7e@example.org,2012-09-08T00:00:00.000Z,modifiedBy.5cc7e@example.net
89737713-9c2e-4fcf-93e2-af3670c47023,147956be-89b9-4997-8800-4175d5680f01,15483901-2134-437c-b904-ac326f15d13a,10,8304327928384.53,8122372745957.08,2006-06-16T00:00:00.000Z,createdBy.5cc7f@example.org,2019-03-14T00:00:00.000Z,modifiedBy.5cc7f@example.org
26439095-b1cb-462b-92c3-0aadab5594d9,14805213-86a7-4cdb-a880-2a1c0ba6eb63,15483901-2134-437c-b904-ac326f15d13a,94,3354056694872.23,7898986051297.61,2012-06-30T00:00:00.000Z,createdBy.fqojb@example.com,2022-04-29T00:00:00.000Z,modifiedBy.fqojb@example.com
26439096-aad8-4025-b911-4817b8d44e1a,14805213-86a7-4cdb-a880-2a1c0ba6eb63,15483901-2134-437c-b904-ac326f15d13a,8,4902755802476.59,4008800533944.32,2013-07-18T00:00:00.000Z,createdBy.fqojc@example.com,2019-08-02T00:00:00.000Z,modifiedBy.fqojc@example.net
85668781-9f80-4d77-96f1-34fef458eb35,1481db12-6af8-4b1c-bf7d-819f59470bb5,15483901-2134-437c-b904-ac326f15d13a,79,2893447205293.47,5248473261157.63,2000-08-17T00:00:00.000Z,createdBy.53m8u@example.net,2020-01-21T00:00:00.000Z,modifiedBy.53m8u@example.org
8566879d-7399-4724-a74f-2ce6901e158e,1481db12-6af8-4b1c-bf7d-819f59470bb5,15483901-2134-437c-b904-ac326f15d13a,11,83590312709.26,7015111797200.39,2001-11-22T00:00:00.000Z,createdBy.53m8v@example.net,2023-11-23T00:00:00.000Z,modifiedBy.53m8v@example.com
24802549-5d51-4386-a8ea-2aacdec75244,14825e20-8b86-45ce-ae3d-9b39bad72ad3,15483901-2134-437c-b904-ac326f15d13a,58,5340908418580.82,4467653013453.64,2011-09-30T00:00:00.000Z,createdBy.erlrp@example.net,2021-01-16T00:00:00.000Z,modifiedBy.erlrp@example.net
24802550-2e32-4543-a033-4b61664d51c7,14825e20-8b86-45ce-ae3d-9b39bad72ad3,15483901-2134-437c-b904-ac326f15d13a,1,5326183585302.56,6588518060351.05,2014-02-24T00:00:00.000Z,createdBy.erlrq@example.net,2017-08-19T00:00:00.000Z,modifiedBy.erlrq@example.com
62199270-f371-4e36-a405-d1df3ef5b09c,148300e8-014a-4835-8e15-24698aad4502,15483901-2134-437c-b904-ac326f15d13a,2,5498416204749.16,4265242495083.15,2010-04-03T00:00:00.000Z,createdBy.3pbbr@example.com,2019-08-24T00:00:00.000Z,modifiedBy.3pbbr@example.org
62199287-2b73-4576-85dd-40ed5e9a98ce,148300e8-014a-4835-8e15-24698aad4502,15483901-2134-437c-b904-ac326f15d13a,25,6452880848218.29,755081293265.7,2015-10-28T00:00:00.000Z,createdBy.3pbbs@example.org,2018-08-17T00:00:00.000Z,modifiedBy.3pbbs@example.net
27663887-328c-4d2b-be62-2a1f5af85631,1484e4b6-8e29-4b04-9ffc-b27705781666,15483901-2134-437c-b904-ac326f15d13a,71,4606526988719.04,5589355559043.95,2014-08-02T00:00:00.000Z,createdBy.ggxlb@example.org,2011-09-21T00:00:00.000Z,modifiedBy.ggxlb@example.net
27663888-e89f-4659-a400-c4086e3f4a59,1484e4b6-8e29-4b04-9ffc-b27705781666,15483901-2134-437c-b904-ac326f15d13a,34,3144331123291.94,6267742402874.32,2003-10-03T00:00:00.000Z,createdBy.ggxlc@example.org,2020-04-26T00:00:00.000Z,modifiedBy.ggxlc@example.com
20977805-2352-4cc5-9c75-4454754d70e0,148530d3-36dc-4ccb-a686-4a47627f8d49,15483901-2134-437c-b904-ac326f15d13a,58,8504990877898.92,3765956754452.2,2012-11-14T00:00:00.000Z,createdBy.18yno@example.net,2004-03-29T00:00:00.000Z,modifiedBy.18yno@example.net
20977810-d332-47bf-97ae-facf59943e69,148530d3-36dc-4ccb-a686-4a47627f8d49,15483901-2134-437c-b904-ac326f15d13a,55,3713129695981.51,1367783088216.09,2016-02-17T00:00:00.000Z,createdBy.18ynp@example.com,2006-11-15T00:00:00.000Z,modifiedBy.18ynp@example.net
22212075-6d0d-41d4-a7f1-b864e2ac4ba8,1486d3e1-18b9-4025-b3bb-eaa7e6384ae8,15483901-2134-437c-b904-ac326f15d13a,13,922263806926.64,6877143863846.53,2000-11-07T00:00:00.000Z,createdBy.d82y3@example.net,2019-09-25T00:00:00.000Z,modifiedBy.d82y3@example.org
22212076-aca1-4e64-829a-f6a28f57a725,1486d3e1-18b9-4025-b3bb-eaa7e6384ae8,15483901-2134-437c-b904-ac326f15d13a,66,5573991870232.6,7964110292019.17,2008-10-20T00:00:00.000Z,createdBy.d82y4@example.com,2019-04-04T00:00:00.000Z,modifiedBy.d82y4@example.net
10605575-8caf-4199-b972-6da43bd494cf,1487ebd1-68d4-45f5-8c8f-0bbf6757e168,15483901-2134-437c-b904-ac326f15d13a,3,9925208270050.47,7406734959798.15,2023-04-09T00:00:00.000Z,createdBy.6bbbb@example.org,2012-07-03T00:00:00.000Z,modifiedBy.6bbbb@example.net
10605576-a802-47cd-9b75-c7f682f89096,1487ebd1-68d4-45f5-8c8f-0bbf6757e168,15483901-2134-437c-b904-ac326f15d13a,65,4892416728170.51,1687462935364.28,2005-09-22T00:00:00.000Z,createdBy.6bbbc@example.net,2006-06-03T00:00:00.000Z,modifiedBy.6bbbc@example.org
15372744-0213-4218-89c4-cec97b2faa65,1488836b-4921-4ae7-a9bc-0fbf19fc528e,15483901-2134-437c-b904-ac326f15d13a,95,210158608631.2,7754588650677.1,2022-11-06T00:00:00.000Z,createdBy.95hoo@example.org,2018-02-13T00:00:00.000Z,modifiedBy.95hoo@example.com
